location_id,name,state,district,locality,category,section,description,known_for,latitude,longitude,best_season,difficulty,popularity_tier,primary_source,photo_source_url,info_source_url,verification_status,last_verified,record_status
IN-00001,Trimbakeshwar Jyotirlinga,Maharashtra,Nashik,,Jyotirlinga,JYOTIRLINGA,,One of the twelve Jyotirlinga pilgrimage sites of Shiva; special spiritual heritage destination.,,,,,ICONIC,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-01849,Satara Landscape Zone,Maharashtra,Satara,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Satara. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01850,Raigad Scenic Belt,Maharashtra,Raigad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Raigad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01851,Raigad Nature Corridor,Maharashtra,Raigad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Raigad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01852,Raigad Outdoor Region,Maharashtra,Raigad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Raigad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01853,Raigad Landscape Zone,Maharashtra,Raigad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Raigad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01854,Ratnagiri Scenic Belt,Maharashtra,Ratnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ratnagiri. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01855,Ratnagiri Nature Corridor,Maharashtra,Ratnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ratnagiri. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01856,Ratnagiri Outdoor Region,Maharashtra,Ratnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ratnagiri. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01857,Ratnagiri Landscape Zone,Maharashtra,Ratnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ratnagiri. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01858,Sindhudurg Scenic Belt,Maharashtra,Sindhudurg,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Sindhudurg. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01859,Sindhudurg Nature Corridor,Maharashtra,Sindhudurg,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Sindhudurg. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01860,Sindhudurg Outdoor Region,Maharashtra,Sindhudurg,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Sindhudurg. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01861,Sindhudurg Landscape Zone,Maharashtra,Sindhudurg,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Sindhudurg. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01862,Kolhapur Scenic Belt,Maharashtra,Kolhapur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Kolhapur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01863,Kolhapur Nature Corridor,Maharashtra,Kolhapur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Kolhapur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01864,Kolhapur Outdoor Region,Maharashtra,Kolhapur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Kolhapur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01865,Kolhapur Landscape Zone,Maharashtra,Kolhapur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Kolhapur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01866,Palghar Scenic Belt,Maharashtra,Palghar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Palghar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01867,Palghar Nature Corridor,Maharashtra,Palghar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Palghar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01868,Palghar Outdoor Region,Maharashtra,Palghar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Palghar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01869,Palghar Landscape Zone,Maharashtra,Palghar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Palghar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01870,Thane Scenic Belt,Maharashtra,Thane,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Thane. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01871,Thane Nature Corridor,Maharashtra,Thane,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Thane. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01872,Thane Outdoor Region,Maharashtra,Thane,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Thane. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01873,Thane Landscape Zone,Maharashtra,Thane,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Thane. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01874,Ahmednagar Scenic Belt,Maharashtra,Ahmednagar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ahmednagar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01875,Ahmednagar Nature Corridor,Maharashtra,Ahmednagar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ahmednagar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01876,Ahmednagar Outdoor Region,Maharashtra,Ahmednagar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ahmednagar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01877,Ahmednagar Landscape Zone,Maharashtra,Ahmednagar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Ahmednagar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01878,Dhule Scenic Belt,Maharashtra,Dhule,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Dhule. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01879,Dhule Nature Corridor,Maharashtra,Dhule,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Dhule. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01880,Dhule Outdoor Region,Maharashtra,Dhule,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Dhule. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01881,Dhule Landscape Zone,Maharashtra,Dhule,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Dhule. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01882,Nandurbar Scenic Belt,Maharashtra,Nandurbar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nandurbar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01883,Nandurbar Nature Corridor,Maharashtra,Nandurbar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nandurbar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01884,Nandurbar Outdoor Region,Maharashtra,Nandurbar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nandurbar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01885,Nandurbar Landscape Zone,Maharashtra,Nandurbar,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nandurbar. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01886,Nanded Scenic Belt,Maharashtra,Nanded,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nanded. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01887,Nanded Nature Corridor,Maharashtra,Nanded,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nanded. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01888,Nanded Outdoor Region,Maharashtra,Nanded,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nanded. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01889,Nanded Landscape Zone,Maharashtra,Nanded,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nanded. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01890,Latur Scenic Belt,Maharashtra,Latur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Latur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01891,Latur Nature Corridor,Maharashtra,Latur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Latur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01892,Latur Outdoor Region,Maharashtra,Latur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Latur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01893,Latur Landscape Zone,Maharashtra,Latur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Latur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01894,Aurangabad Scenic Belt,Maharashtra,Aurangabad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Aurangabad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01895,Aurangabad Nature Corridor,Maharashtra,Aurangabad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Aurangabad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01896,Aurangabad Outdoor Region,Maharashtra,Aurangabad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Aurangabad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01897,Aurangabad Landscape Zone,Maharashtra,Aurangabad,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Aurangabad. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01898,Jalna Scenic Belt,Maharashtra,Jalna,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Jalna. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01899,Jalna Nature Corridor,Maharashtra,Jalna,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Jalna. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01900,Jalna Outdoor Region,Maharashtra,Jalna,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Jalna. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01901,Jalna Landscape Zone,Maharashtra,Jalna,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Jalna. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01902,Buldhana Scenic Belt,Maharashtra,Buldhana,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Buldhana. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01903,Buldhana Nature Corridor,Maharashtra,Buldhana,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Buldhana. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01904,Buldhana Outdoor Region,Maharashtra,Buldhana,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Buldhana. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01905,Buldhana Landscape Zone,Maharashtra,Buldhana,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Buldhana. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01906,Akola Scenic Belt,Maharashtra,Akola,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Akola. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01907,Akola Nature Corridor,Maharashtra,Akola,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Akola. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01908,Akola Outdoor Region,Maharashtra,Akola,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Akola. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01909,Akola Landscape Zone,Maharashtra,Akola,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Akola. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01910,Amravati Scenic Belt,Maharashtra,Amravati,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Amravati. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01911,Amravati Nature Corridor,Maharashtra,Amravati,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Amravati. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01912,Amravati Outdoor Region,Maharashtra,Amravati,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Amravati. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01913,Amravati Landscape Zone,Maharashtra,Amravati,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Amravati. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01914,Yavatmal Scenic Belt,Maharashtra,Yavatmal,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Yavatmal. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01915,Yavatmal Nature Corridor,Maharashtra,Yavatmal,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Yavatmal. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01916,Yavatmal Outdoor Region,Maharashtra,Yavatmal,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Yavatmal. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01917,Yavatmal Landscape Zone,Maharashtra,Yavatmal,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Yavatmal. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01918,Nagpur Scenic Belt,Maharashtra,Nagpur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nagpur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01919,Nagpur Nature Corridor,Maharashtra,Nagpur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nagpur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01920,Nagpur Outdoor Region,Maharashtra,Nagpur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nagpur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01921,Nagpur Landscape Zone,Maharashtra,Nagpur,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Nagpur. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01922,Wardha Scenic Belt,Maharashtra,Wardha,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Wardha. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01923,Wardha Nature Corridor,Maharashtra,Wardha,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Wardha. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01924,Wardha Outdoor Region,Maharashtra,Wardha,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Wardha. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01925,Wardha Landscape Zone,Maharashtra,Wardha,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Wardha. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01926,Bhandara Scenic Belt,Maharashtra,Bhandara,,NATURE_REGION,INDIA_NATURE,,Regional nature discovery candidate around Bhandara. Exact attraction matching should be verified before publishing as a specific spot.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
