"fort_id","fort_name","district","locality","base_village","latitude","longitude","location_source","location_confidence","elevation_m","route_id","route_name","route_start","route_start_latitude","route_start_longitude","route_end","route_distance_km","route_duration","route_difficulty","route_type","trek_start","trek_route","trek_distance_km","trek_duration","difficulty","best_season","protection_status","route_source","route_verification_status","gps_status","trek_status","primary_source","verification_status","location_verified_date","last_verified","dataset_scope","record_status","base_village_source","trek_start_latitude","trek_start_longitude","route_confidence"
"MH-F-221","Kamsagad (Padamdurg)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-222","Kamtekot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-223","Kamtha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-224","Kanchana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-225","Kankrala (Kankadi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-226","Kanhergad (Kanhira)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-227","Kanheri (Kanhera/Kanherigad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-228","Kankadri (Kantra/Kandas)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-229","Kanakdurg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-230","Kanvai","Nashik","Igatpuri taluka","Kavnai village","19.773083","73.619389","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kavnai fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-231","Kanhera","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-232","Karad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-233","Karanja","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-234","Karhe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-235","Karmala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-236","Karanala","Raigad","Karnala Bird Sanctuary (near Panvel)","Karnala village","18.8817","73.1181","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","439","","","","","","","","","","","","","","","","","Within Karnala Bird Sanctuary","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Karnala Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-237","Katol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-238","Katragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-239","Kaula Killa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-240","Kauthe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-241","Kayar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-242","Kelapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-243","Kelve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-244","Kenjalgad (Kelanja)","Satara","near Wai (Mandhardev spur)","Korle village","18.53583","72.90806","COORDINATE DISCREPANCY — Wikipedia/Wikidata infobox places fort well northwest of its own text description ('near Wai'); flagged, do not publish until field-verified","LOW CONFIDENCE; VERIFICATION REQUIRED","1301","","","","","","","","","","","","","","","","","","","","FLAGGED_DISCREPANCY","PENDING","Wikipedia — Kenjalgad; Wikidata Q24906364","COORDINATE DISCREPANCY; DO NOT PUBLISH UNTIL FIELD-VERIFIED","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-245","Khanapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-246","Khandaragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-247","Khanderi","Raigad","offshore near Thal/Uran/Alibag","Thal / Uran","18.7042","72.8131","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","UNESCO World Heritage Site (Maratha Military Landscapes); controlled by Indian Navy","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Khanderi","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-248","Khare Patan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-249","Khatgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-250","Khatoda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-251","Khubladha (Thal)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-252","Khatale (Pethkodhala)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-253","Kittal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-254","Kohaj (Komj/Konagad)","Palghar","near Manor","Vaghote village","19.670032","72.98751","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","610","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kohoj","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-255","Kokan Diva","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-256","Koldher (Kolther)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-257","Kole (Kale/Koldurg)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-258","Koparli (Ranala)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-259","Korlai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-260","Kothilgad (Peth)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-261","Kudal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-262","Kulaba (Alibag)","Raigad","Alibag beach","Alibag","18.6344","72.8642","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kolaba Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-263","Kulang (Chota Kulang)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-264","Kumwarigad (Koraigad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-265","Kunjalgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-266","Kurdugad (Vitangad/Bishramgad)","Raigad","near Mangaon","Jite / Dhamanwal","18.365222","73.405917","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","620","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kurdugad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-267","Lasalgaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-268","Lasur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-269","Lingana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-270","Loni Bhapkar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-271","Machal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-272","Machindragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-273","Madangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-274","Madgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-275","Madha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-276","Madhala Buruz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-277","Mahadevgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-278","Mahim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-279","Mahimangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-280","Mahipalgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-281","Mahipatgad","Ratnagiri","near Khed","Beldarwadi","17.838917","73.498722","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1064","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Mahipatgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-282","Makarandgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-283","Mahuli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-284","Malkapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-285","Malanggad","Thane","Matheran Hill Range (near Kalyan)","Malangwadi","19.110056","73.178194","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","975","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Malanggad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-286","Malavdi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-287","Malegaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-288","Malhargad (Soneri)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-289","Manaranjan (Rajamachi)","Pune","Rajmachi (Manaranjan balekilla)","Udhewadi","18.825799","73.395527","Wikipedia infobox coordinate is for the Rajmachi complex as a whole; Manaranjan's own peak coordinate not separately isolated — treat as approximate","SOURCE-BASED; FORT POINT","","","","","","","","","","","","","","","","","","Protected Monument","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Rajmachi","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-290","Manasantoshgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-291","Manchur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-292","Mandangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-293","Mangad (Mastiwade/Vinsai)","Raigad","near Mangaon","Borwadi","18.312028","73.35111","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","234","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Mangad Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-294","Mangalgad","Raigad","near Mahad","Dudhanewadi","18.051528","73.579361","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","749","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Mangalgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-295","Mangalvedha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-296","Mangi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-297","Manikpunj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-298","Manohargad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-299","Manor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-300","Markandya (Mayurkhandi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-301","Masur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-302","Mathane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-303","Mathan (Malchan)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-304","Mazgaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-305","Medad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-306","Mesna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-307","Miraj (Murtazabad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-308","Mohangad (Jasalodgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-309","Mohol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
